Admin2,Date,Case,Country/Region,Province/State
Cass,2020-09-27,398,US,Illinois
Dougherty,2020-09-26,3141,US,Georgia
Collin,2020-05-06,964,US,Texas
Clarke,2020-09-13,249,US,Iowa
Blaine,2021-11-15,1345,US,Montana
Kanabec,2021-07-30,1481,US,Minnesota
Belknap,2020-05-25,55,US,New Hampshire
Monroe,2020-09-11,314,US,Wisconsin
Phelps,2021-09-08,1001,US,Nebraska
Marion,2021-10-13,3814,US,Kentucky
Tazewell,2021-01-06,10966,US,Illinois
Clay,2020-03-13,0,US,Nebraska
McDowell,2020-07-24,13,US,West Virginia
Lamb,2021-01-11,2332,US,Texas
Bedford,2022-01-18,11910,US,Tennessee
Gadsden,2022-01-26,11858,US,Florida
Franklin,2020-02-17,0,US,Texas
Nantucket,2021-12-14,0,US,Massachusetts
Juniata,2021-12-30,3797,US,Pennsylvania
Union,2022-04-15,7726,US,South Carolina
Macon,2020-02-22,0,US,Georgia
Juncos,2022-03-20,5710,US,Puerto Rico
Hampton,2022-01-18,4221,US,South Carolina
Colfax,2020-11-03,48,US,New Mexico
Oneida,2021-05-04,358,US,Idaho
Ohio,2021-12-12,941,US,Indiana
Palo Pinto,2021-10-28,4770,US,Texas
Twiggs,2020-07-16,50,US,Georgia
Eastland,2021-05-31,1338,US,Texas
Pike,2020-10-29,393,US,Georgia
Benton,2020-11-22,2563,US,Minnesota
Las Animas,2020-08-19,19,US,Colorado
Champaign,2020-10-03,323,US,Ohio
Pueblo,2020-09-18,1014,US,Colorado
Grafton,2021-01-08,1332,US,New Hampshire
Bath,2022-03-06,879,US,Virginia
Muscogee,2020-11-01,6419,US,Georgia
Walla Walla,2020-09-15,836,US,Washington
Mississippi,2021-06-19,5919,US,Arkansas
Kosciusko,2021-10-15,12205,US,Indiana
Pawnee,2020-09-08,318,US,Kansas
Saunders,2022-03-25,5002,US,Nebraska
Barnwell,2022-03-31,5816,US,South Carolina
Screven,2022-01-23,2305,US,Georgia
Warren,2021-01-06,10788,US,Kentucky
Stephens,2020-10-15,562,US,Oklahoma
Phillips,2021-08-03,404,US,Colorado
Island,2020-09-08,274,US,Washington
Perkins,2021-12-10,494,US,South Dakota
Holmes,2021-03-28,2483,US,Ohio
Madison,2022-01-25,11625,US,New York
Kanabec,2020-12-07,754,US,Minnesota
Wasco,2020-03-25,0,US,Oregon
Henderson,2021-10-25,8494,US,Texas
Gwinnett,2020-05-07,2253,US,Georgia
Jeff Davis,2020-05-04,1,US,Texas
Carroll,2020-03-19,0,US,Tennessee
Jackson,2021-02-17,48,US,Colorado
Wilson,2021-12-09,13709,US,North Carolina
Pottawatomie,2020-12-14,834,US,Kansas
Alameda,2020-07-19,9258,US,California
Deuel,2020-06-26,3,US,South Dakota
Caldwell,2020-08-23,264,US,Louisiana
Montgomery,2021-10-17,1389,US,Iowa
Taylor,2020-04-20,2,US,Florida
Rockingham,2020-12-25,9676,US,New Hampshire
Dade,2020-08-02,110,US,Georgia
Boulder,2021-01-22,16595,US,Colorado
Imperial,2020-08-20,9097,US,California
Polk,2021-09-23,5600,US,Texas
Mackinac,2020-02-01,0,US,Michigan
Norton,2020-07-22,5,US,Virginia
,2022-04-06,47462,US,Guam
Leavenworth,2022-01-09,13288,US,Kansas
Canyon,2020-05-31,303,US,Idaho
Wabasha,2021-10-13,2792,US,Minnesota
Wells,2021-08-29,468,US,North Dakota
Crow Wing,2021-01-24,4904,US,Minnesota
Santa Isabel,2020-08-03,12,US,Puerto Rico
Woodward,2020-04-27,1,US,Oklahoma
Crow Wing,2022-03-19,15858,US,Minnesota
Scott,2021-05-31,600,US,Kansas
Upton,2021-11-30,584,US,Texas
Lenawee,2020-05-12,161,US,Michigan
Andrew,2021-07-25,2180,US,Missouri
Borden,2021-07-19,47,US,Texas
Alamosa,2021-10-05,2206,US,Colorado
Turner,2021-10-03,1654,US,Georgia
Rawlins,2021-10-22,420,US,Kansas
Blanco,2020-08-25,95,US,Texas
Broward,2022-03-09,599698,US,Florida
Putnam,2021-01-15,3444,US,West Virginia
Union,2021-09-02,75737,US,New Jersey
Deaf Smith,2021-12-30,3576,US,Texas
Towns,2022-02-20,2318,US,Georgia
Taliaferro,2021-08-21,145,US,Georgia
Putnam,2021-12-20,6808,US,Indiana
Sheboygan,2020-08-09,746,US,Wisconsin
Lafayette,2021-10-05,2001,US,Wisconsin
Lauderdale,2020-08-11,1415,US,Mississippi
Edwards,2020-11-19,185,US,Illinois
Stokes,2020-07-03,137,US,North Carolina
Hanover,2021-01-23,5375,US,Virginia
Gentry,2021-06-28,851,US,Missouri
Powell,2020-05-02,1,US,Kentucky
Arlington,2021-12-11,20112,US,Virginia
Washington,2020-09-03,1349,US,Maryland
Mississippi,2020-06-19,77,US,Missouri
Crockett,2021-12-01,646,US,Texas
Anson,2022-02-19,6415,US,North Carolina
Mifflin,2021-12-07,8443,US,Pennsylvania
Bronx,2020-11-16,61387,US,New York
Clay,2020-02-23,0,US,Arkansas
Calhoun,2021-08-02,1830,US,Mississippi
Adams,2021-11-29,5323,US,Indiana
Montmorency,2020-05-05,5,US,Michigan
Lac qui Parle,2022-02-16,1696,US,Minnesota
Minnehaha,2020-03-05,0,US,South Dakota
Suwannee,2020-07-19,882,US,Florida
Out of NV,2020-12-04,0,US,Nevada
Wichita,2022-02-01,477,US,Kansas
Logan,2020-12-15,2787,US,Colorado
Meeker,2022-01-31,5423,US,Minnesota
Tom Green,2021-11-07,18334,US,Texas
Chippewa,2021-10-07,3365,US,Michigan
Adams,2021-04-25,334,US,Idaho
St. Charles,2021-09-20,52719,US,Missouri
Platte,2020-08-13,393,US,Missouri
Bristol,2020-10-29,558,US,Rhode Island
Kent,2020-10-10,2018,US,Rhode Island
Jerauld,2022-03-24,415,US,South Dakota
Rosebud,2021-10-03,1500,US,Montana
Miami,2021-07-28,4060,US,Indiana
Washington,2020-10-05,2922,US,Wisconsin
Piscataquis,2021-01-18,165,US,Maine
Cowley,2020-04-22,1,US,Kansas
Letcher,2022-04-07,7092,US,Kentucky
Knox,2021-03-16,250,US,Texas
Okmulgee,2022-02-12,9281,US,Oklahoma
Jerauld,2022-04-10,415,US,South Dakota
Cleveland,2021-03-17,29247,US,Oklahoma
Hocking,2022-01-23,5856,US,Ohio
Dade,2021-05-23,1444,US,Georgia
Rogers,2021-10-16,15443,US,Oklahoma
Naranjito,2020-10-23,347,US,Puerto Rico
Logan,2021-10-10,4480,US,Colorado
Williamson,2022-04-10,22559,US,Illinois
Racine,2020-09-27,4857,US,Wisconsin
Stevens,2022-01-21,2170,US,Minnesota
Buckingham,2021-04-27,2104,US,Virginia
Wayne,2021-10-24,3048,US,Illinois
Bayfield,2021-05-05,1258,US,Wisconsin
Lawrence,2020-06-21,89,US,Pennsylvania
Traill,2021-05-25,1044,US,North Dakota
Harris,2020-06-07,24636,US,Texas
DuPage,2020-04-27,2628,US,Illinois
Morrill,2022-01-17,1001,US,Nebraska
Franklin,2020-05-17,346,US,Alabama
Douglas,2021-01-30,1850,US,Oregon
Ellis,2021-01-06,314,US,Oklahoma
Lamoille,2022-04-03,3835,US,Vermont
Buffalo,2020-09-29,138,US,South Dakota
Augusta,2021-01-25,4623,US,Virginia
Poinsett,2022-04-10,8018,US,Arkansas
Hatillo,2021-04-28,1070,US,Puerto Rico
McLean,2020-01-23,0,US,Illinois
Out of AZ,2022-03-27,0,US,Arizona
Prince Edward,2021-09-23,2681,US,Virginia
Yell,2020-10-09,1291,US,Arkansas
Noble,2021-10-16,1865,US,Oklahoma
Stone,2020-12-28,1572,US,Missouri
Archuleta,2022-01-05,2116,US,Colorado
Kandiyohi,2021-01-29,5622,US,Minnesota
Webb,2021-09-23,56728,US,Texas
Out of FL,2021-11-03,0,US,Florida
Mobile,2020-06-10,2585,US,Alabama
Haskell,2021-11-01,623,US,Texas
Shelby,2020-04-14,27,US,Ohio
Wetzel,2022-04-13,4332,US,West Virginia
Cass,2021-10-05,3832,US,Minnesota
Osage,2021-01-16,3665,US,Oklahoma
Washburn,2022-02-11,3868,US,Wisconsin
Mobile,2021-03-27,37439,US,Alabama
Wayne,2021-07-21,9223,US,Ohio
Durham,2021-08-20,28359,US,North Carolina
Redwood,2021-01-24,1411,US,Minnesota
Delaware,2020-08-19,1457,US,Ohio
Swift,2022-01-21,1932,US,Minnesota
Keith,2020-02-21,0,US,Nebraska
Marinette,2021-04-16,4474,US,Wisconsin
Davis,2021-06-27,853,US,Iowa
Prince of Wales-Hyder,2020-02-24,0,US,Alaska
Calhoun,2021-06-01,1707,US,Florida
Greene,2021-08-10,1010,US,Alabama
Beaufort,2021-10-23,27072,US,South Carolina
Lamar,2021-07-08,3840,US,Texas
Gove,2020-07-17,2,US,Kansas
Boyle,2020-11-15,671,US,Kentucky
West Baton Rouge,2021-06-08,2949,US,Louisiana
Monroe,2021-08-09,1023,US,Iowa
Franklin,2020-07-02,77,US,Kansas
Saline,2021-04-30,2023,US,Nebraska
El Paso,2021-07-29,117656,US,Texas
Yellow Medicine,2021-11-07,1694,US,Minnesota
Green,2020-10-21,319,US,Kentucky
Wythe,2021-06-04,2687,US,Virginia
Presidio,2020-06-05,5,US,Texas
Seneca,2022-03-26,12727,US,Ohio
Columbia,2021-10-10,7529,US,Wisconsin
James City,2020-02-18,0,US,Virginia
Mason,2021-07-23,1772,US,Kentucky
Hennepin,2022-02-18,291774,US,Minnesota
Out of UT,2021-10-19,0,US,Utah
Aguada,2021-12-23,2430,US,Puerto Rico
Blaine,2021-07-15,21,US,Nebraska
Wayne,2021-04-22,1736,US,Illinois
Schoharie,2020-07-22,64,US,New York
Miller,2022-04-04,9548,US,Arkansas
Pike,2022-03-15,2592,US,Arkansas
Herkimer,2020-03-10,0,US,New York
Mahoning,2020-09-22,3002,US,Ohio
Holmes,2021-08-15,2789,US,Ohio
Benton,2020-08-31,213,US,Oregon
Montgomery,2021-12-01,4765,US,Kentucky
Hardy,2021-01-05,845,US,West Virginia
Catron,2021-04-18,88,US,New Mexico
Haywood,2021-09-10,3486,US,Tennessee
Escambia,2020-06-09,92,US,Alabama
Surry,2021-08-07,435,US,Virginia
Pierce,2021-05-17,642,US,Nebraska
Musselshell,2021-04-27,338,US,Montana
Barnes,2022-02-01,2802,US,North Dakota
Tunica,2020-06-03,56,US,Mississippi
Vinton,2020-02-17,0,US,Ohio
Polk,2021-12-25,885,US,Nebraska
Columbus,2020-12-10,2946,US,North Carolina
Esmeralda,2021-08-29,42,US,Nevada
McCook,2022-01-14,1211,US,South Dakota
Cherokee,2021-04-20,3297,US,Texas
Wood,2020-12-06,755,US,Texas
Newaygo,2020-10-02,400,US,Michigan
Choctaw,2020-03-13,0,US,Alabama
Kanawha,2021-01-14,10008,US,West Virginia
Jackson,2021-02-28,1723,US,Texas
Emery,2021-08-28,0,US,Utah
Clarke,2021-11-22,3009,US,Mississippi
Calhoun,2021-06-08,1389,US,Iowa
Geneva,2021-08-02,2859,US,Alabama
McIntosh,2021-12-16,531,US,North Dakota
Angelina,2021-05-22,7498,US,Texas
Jim Wells,2021-07-19,4866,US,Texas
Wagoner,2020-03-07,0,US,Oklahoma
Lenawee,2020-11-10,1495,US,Michigan
Freeborn,2022-02-28,8887,US,Minnesota
Midland,2020-09-09,494,US,Michigan
St. Charles,2020-02-26,0,US,Louisiana
Guayanilla,2020-06-10,4,US,Puerto Rico
Lincoln,2021-07-14,266,US,Kansas
Hardeman,2020-06-30,308,US,Tennessee
Terry,2022-03-05,2461,US,Texas
Carroll,2021-09-27,3265,US,Iowa
Martin,2020-02-24,0,US,North Carolina
Gallatin,2021-05-21,712,US,Kentucky
Preston,2020-06-21,61,US,West Virginia
Franklin,2021-09-27,290,US,Nebraska
Kittitas,2020-08-19,453,US,Washington
Fayette,2021-10-13,7213,US,Tennessee
Garland,2021-09-23,15463,US,Arkansas
Henderson,2021-05-27,4908,US,Kentucky
Pulaski,2021-10-25,58595,US,Arkansas
Atlantic,2020-03-21,4,US,New Jersey
Choctaw,2021-07-21,631,US,Alabama
Butte,2021-12-14,387,US,Idaho
Greene,2021-06-26,8031,US,Tennessee
Vigo,2021-06-23,12631,US,Indiana
Monroe,2020-04-13,2,US,Kentucky
Menard,2020-09-16,107,US,Illinois
White,2020-03-02,0,US,Tennessee
Palo Alto,2020-06-30,31,US,Iowa
Ingham,2021-07-23,25057,US,Michigan
Dubuque,2021-01-21,11504,US,Iowa
Kandiyohi,2021-10-28,8567,US,Minnesota
Union,2022-03-10,11641,US,Pennsylvania
Holt,2022-03-15,2141,US,Nebraska
Slope,2020-08-30,7,US,North Dakota
Gunnison,2021-07-09,1405,US,Colorado
Elko,2020-08-01,467,US,Nevada
Putnam,2020-07-07,566,US,Florida
Merrick,2021-02-15,723,US,Nebraska
Grant,2021-10-08,14976,US,Washington
Fountain,2020-08-13,76,US,Indiana
Copiah,2020-08-07,945,US,Mississippi
Fauquier,2020-05-26,300,US,Virginia
Panola,2021-08-26,5432,US,Mississippi
McClain,2021-08-20,6093,US,Oklahoma
Rockingham,2021-04-12,7206,US,North Carolina
Cherokee,2021-03-08,1466,US,Iowa
Hill,2022-03-04,8796,US,Texas
Lincoln,2021-06-01,1551,US,West Virginia
Washington,2021-02-28,1583,US,Illinois
Campbell,2020-06-29,55,US,Wyoming
Cotton,2021-11-15,995,US,Oklahoma
Calvert,2021-04-08,3967,US,Maryland
Yellow Medicine,2021-06-06,1147,US,Minnesota
Out of MN,2020-02-15,0,US,Minnesota
Titus,2020-03-11,0,US,Texas
Unassigned,2020-11-23,595,US,Iowa
Cottonwood,2020-10-16,253,US,Minnesota
Glasscock,2020-01-31,0,US,Texas
Chippewa,2022-02-18,8237,US,Michigan
Leslie,2020-11-26,243,US,Kentucky
Rich,2020-08-27,0,US,Utah
Dougherty,2021-01-31,6613,US,Georgia
Crockett,2021-10-30,636,US,Texas
Gwinnett,2021-07-19,104353,US,Georgia
Cortland,2021-07-27,3958,US,New York
Marion,2021-04-25,1068,US,Kansas
Ford,2022-03-20,4388,US,Illinois
Bristol,2020-05-01,4189,US,Massachusetts
Jackson,2021-12-08,15123,US,Georgia
Glenn,2020-03-17,0,US,California
Elbert,2021-02-12,2162,US,Georgia
Stephens,2022-04-08,10963,US,Oklahoma
Cattaraugus,2020-08-02,159,US,New York
Warrick,2022-04-08,20261,US,Indiana
Canovanas,2022-01-14,5049,US,Puerto Rico
Montgomery,2021-12-15,1533,US,Georgia
Unassigned,2021-06-03,214,US,Oklahoma
Jackson,2020-09-30,2024,US,Georgia
Clark,2021-11-09,20582,US,Ohio
Hardin,2021-11-11,630,US,Illinois
Pacific,2020-06-14,12,US,Washington
Lamar,2021-08-21,4170,US,Texas
Loudon,2020-12-11,2749,US,Tennessee
Merrimack,2020-12-24,4214,US,New Hampshire
Luquillo,2021-10-17,1061,US,Puerto Rico
Grundy,2020-09-28,224,US,Iowa
Huntingdon,2021-01-19,3679,US,Pennsylvania
Shelby,2020-03-06,0,US,Tennessee
Mendocino,2020-08-31,618,US,California
Genesee,2021-07-19,5449,US,New York
Madison,2021-04-27,34392,US,Alabama
Lincoln,2022-01-04,676,US,Nevada
Knox,2020-10-31,1447,US,Illinois
Cherokee,2021-05-05,2533,US,North Carolina
Marion,2021-08-14,4892,US,West Virginia
Laurens,2021-02-14,5270,US,Georgia
Cedar,2020-08-30,46,US,Nebraska
Oswego,2020-09-12,362,US,New York
Lake,2020-04-29,17,US,Colorado
Richland,2021-11-23,4368,US,Louisiana
Sonoma,2020-01-26,0,US,California
Iberville,2021-08-14,5004,US,Louisiana
Orange,2021-07-27,1911,US,Indiana
Montgomery,2021-03-28,4068,US,Indiana
Wise,2021-06-03,3248,US,Virginia
Broome,2020-10-07,2131,US,New York
Danville,2021-06-21,4496,US,Virginia
Bullock,2022-03-27,2283,US,Alabama
Ottawa,2020-12-29,2637,US,Oklahoma
Edgefield,2021-05-07,3124,US,South Carolina
Putnam,2022-03-13,1125,US,Illinois
Grant,2022-04-09,12654,US,Wisconsin
Winston,2021-05-05,2736,US,Alabama
Clinton,2021-02-20,4914,US,Iowa
Webb,2020-05-07,412,US,Texas
Martin,2021-01-26,750,US,Indiana
Alexander,2021-02-27,447,US,Illinois
Schuyler,2020-03-25,0,US,Illinois
St. Charles,2021-08-09,47302,US,Missouri
Gibson,2020-04-27,6,US,Indiana
Lafayette,2020-06-29,2058,US,Louisiana
St. Charles,2020-05-28,633,US,Louisiana
Pitkin,2020-08-29,197,US,Colorado
Terrell,2022-02-18,2020,US,Georgia
Burnet,2020-03-05,0,US,Texas
Minnehaha,2020-04-24,1707,US,South Dakota
Buena Vista,2022-03-04,6419,US,Iowa
Lincoln,2022-01-26,853,US,Idaho
Tuolumne,2021-01-11,3193,US,California
Starr,2021-07-15,10034,US,Texas
Calloway,2022-02-01,7487,US,Kentucky
Saline,2021-02-19,11232,US,Arkansas
Lamb,2020-05-23,10,US,Texas
Radford,2020-02-29,0,US,Virginia
St. Mary,2021-11-30,8598,US,Louisiana
Wilkinson,2020-07-10,96,US,Mississippi
Kandiyohi,2022-03-03,13230,US,Minnesota
Steele,2021-10-08,236,US,North Dakota
Pinellas,2020-11-24,31464,US,Florida
Brookings,2021-12-04,5444,US,South Dakota
Washington,2020-08-30,218,US,Indiana
Lake,2020-11-30,1178,US,Tennessee
McMullen,2020-05-29,0,US,Texas
White,2020-07-08,159,US,Georgia
Bayamon,2021-11-25,13677,US,Puerto Rico
Pike,2022-04-01,18873,US,Kentucky
Ramsey,2021-01-20,1529,US,North Dakota
Kearny,2021-02-24,559,US,Kansas
Warren,2020-09-28,966,US,Iowa
Union,2020-07-09,8,US,New Mexico
Blaine,2020-10-15,788,US,Idaho
Hockley,2022-03-17,7635,US,Texas
Clarion,2022-04-07,8227,US,Pennsylvania
Olmsted,2022-01-10,26503,US,Minnesota
Bowman,2021-03-22,399,US,North Dakota
Beltrami,2021-03-23,3477,US,Minnesota
Citrus,2021-08-11,13667,US,Florida
Houston,2022-02-02,3652,US,Texas
Brown,2020-12-14,383,US,Illinois
Arecibo,2020-11-20,829,US,Puerto Rico
Carroll,2021-12-22,3852,US,Iowa
Logan,2020-11-15,1725,US,Colorado
Wood,2020-07-09,162,US,West Virginia
Androscoggin,2021-01-10,3173,US,Maine
Barnwell,2020-04-20,6,US,South Carolina
Owen,2020-10-09,105,US,Kentucky
Jefferson,2020-03-29,0,US,Iowa
Simpson,2020-06-22,62,US,Kentucky
Ketchikan Gateway,2021-06-26,672,US,Alaska
Henry,2021-08-06,4776,US,Virginia
Presidio,2021-09-24,825,US,Texas
Grant,2020-08-25,134,US,West Virginia
Desha,2020-04-11,6,US,Arkansas
Churchill,2020-08-12,69,US,Nevada
Arapahoe,2022-02-11,144401,US,Colorado
Greenbrier,2020-05-21,9,US,West Virginia
Lincoln,2020-11-08,1520,US,Missouri
Lincoln,2020-05-27,16,US,Georgia
Jefferson,2020-10-03,354,US,Ohio
Petroleum,2021-11-01,18,US,Montana
Elk,2021-04-20,179,US,Kansas
Titus,2021-07-11,4518,US,Texas
Unassigned,2021-11-17,1581,US,Utah
Floyd,2021-11-24,7448,US,Kentucky
Cheyenne,2020-08-31,7,US,Kansas
Chickasaw,2022-03-26,2671,US,Iowa
Canadian,2020-10-31,4163,US,Oklahoma
Roanoke City,2022-01-03,14637,US,Virginia
Richland,2021-02-14,1294,US,Wisconsin
Jasper,2020-10-05,4277,US,Missouri
Pearl River,2021-11-18,9679,US,Mississippi
Out of VT,2021-02-16,0,US,Vermont
Winona,2022-04-05,12681,US,Minnesota
Elkhart,2020-12-29,22425,US,Indiana
Scurry,2020-12-22,1549,US,Texas
Unassigned,2021-02-08,0,US,West Virginia
Edmonson,2020-10-27,185,US,Kentucky
York,2020-11-13,787,US,Nebraska
Seneca,2021-08-13,2077,US,New York
Hampshire,2021-05-14,9085,US,Massachusetts
Fond du Lac,2020-06-08,239,US,Wisconsin
Glascock,2020-09-21,37,US,Georgia
McMinn,2020-07-29,469,US,Tennessee
Unassigned,2020-05-05,0,US,North Carolina
Wabash,2020-08-10,170,US,Indiana
Stark,2020-11-14,154,US,Illinois
Edwards,2021-07-01,263,US,Texas
Jefferson,2021-10-07,2622,US,Georgia
Grant,2020-11-17,3825,US,Washington
Hudspeth,2020-12-06,413,US,Texas
McCulloch,2020-08-14,52,US,Texas
Phillips,2020-12-25,240,US,Colorado
Cimarron,2021-06-12,214,US,Oklahoma
Cape Girardeau,2022-03-10,18571,US,Missouri
Comanche,2020-04-25,1,US,Texas
San Lorenzo,2021-06-27,1755,US,Puerto Rico
Providence,2021-03-17,86088,US,Rhode Island
Wayne,2020-06-05,9,US,Illinois
Dinwiddie,2021-10-10,2993,US,Virginia
Carolina,2020-04-18,0,US,Puerto Rico
Montour,2020-08-22,121,US,Pennsylvania
Maverick,2021-08-28,11014,US,Texas
Patillas,2021-04-26,335,US,Puerto Rico
Arapahoe,2021-08-16,66360,US,Colorado
Edmonson,2020-05-09,45,US,Kentucky
,2022-01-20,18,US,American Samoa
Rankin,2021-02-20,12478,US,Mississippi
Pike,2021-07-19,6016,US,Kentucky
Sheridan,2020-02-26,0,US,Wyoming
Sullivan,2021-10-22,26573,US,Tennessee
Falls Church,2021-09-04,476,US,Virginia
,2020-11-02,49,US,Diamond Princess
Laurens,2020-12-21,3206,US,Georgia
Golden Valley,2021-11-17,371,US,North Dakota
Blaine,2021-09-23,969,US,Montana
Douglas,2020-11-23,1871,US,Wisconsin
Webster,2020-04-11,4,US,Missouri
Olmsted,2020-08-29,2008,US,Minnesota
Out of SD,2021-10-19,0,US,South Dakota
Rock Island,2020-05-14,543,US,Illinois
Northampton,2021-12-01,48668,US,Pennsylvania
Lehigh,2021-07-03,40080,US,Pennsylvania
Cass,2020-03-19,0,US,Iowa
Columbia,2021-08-10,18531,US,Georgia
Clarke,2021-03-01,3436,US,Alabama
Sioux,2021-08-15,5233,US,Iowa
Howard,2021-07-06,19352,US,Maryland
Martin,2021-10-04,1771,US,Kentucky
La Paz,2021-07-06,2497,US,Arizona
Clark,2020-06-13,1,US,Missouri
Pamlico,2021-07-06,1118,US,North Carolina
San Miguel,2021-08-17,982,US,Colorado
Pamlico,2020-10-18,300,US,North Carolina
Washington,2020-11-20,1234,US,Iowa
Shelby,2021-01-10,73655,US,Tennessee
Tallahatchie,2021-06-23,1800,US,Mississippi
,2020-11-18,0,US,American Samoa
Champaign,2020-10-21,5819,US,Illinois
Manistee,2022-03-02,3654,US,Michigan
Jones,2022-02-22,5386,US,Iowa
Manatee,2021-08-21,52011,US,Florida
Dakota,2021-01-27,33748,US,Minnesota
Alexander,2020-03-25,0,US,Illinois
Deaf Smith,2020-12-25,2533,US,Texas
Montgomery,2021-12-24,94232,US,Maryland
Lake,2022-04-10,2067,US,Minnesota
Golden Valley,2020-05-12,3,US,Montana
Parke,2021-08-04,1591,US,Indiana
Salem,2020-10-23,1203,US,New Jersey
New Castle,2021-06-27,65016,US,Delaware
Harper,2020-09-25,120,US,Kansas
Moffat,2021-08-08,1234,US,Colorado
Marshall,2020-02-02,0,US,Oklahoma
Poinsett,2022-02-18,7745,US,Arkansas
Titus,2021-03-14,3912,US,Texas
Clinton,2020-06-04,189,US,Illinois
Scotland,2021-06-14,306,US,Missouri
Montgomery,2020-07-24,234,US,Virginia
Hormigueros,2020-02-29,0,US,Puerto Rico
Beltrami,2021-02-15,3294,US,Minnesota
Bartholomew,2021-03-02,7464,US,Indiana
Greenwood,2020-05-16,3,US,Kansas
Summit,2021-04-07,44078,US,Ohio
Mercer,2020-02-22,0,US,North Dakota
Bradley,2020-08-08,186,US,Arkansas
Nueces,2021-08-29,47127,US,Texas
Yellowstone,2021-02-20,16077,US,Montana
Llano,2020-03-27,2,US,Texas
Greene,2021-06-04,2845,US,Indiana
Republic,2022-01-07,1056,US,Kansas
Bergen,2020-06-29,19525,US,New Jersey
Deer Lodge,2021-06-14,1121,US,Montana
Cherokee,2020-02-08,0,US,Oklahoma
McHenry,2021-02-15,573,US,North Dakota
Lares,2021-05-28,778,US,Puerto Rico
Hernando,2020-07-03,472,US,Florida
Hale,2021-07-31,2724,US,Texas
Humboldt,2020-12-07,516,US,Nevada
Penuelas,2022-02-11,2058,US,Puerto Rico
DeKalb,2021-11-07,1485,US,Missouri
Grand Forks,2020-12-29,9133,US,North Dakota
Windsor,2021-09-20,2063,US,Vermont
Jefferson Davis,2021-03-11,2908,US,Louisiana
Oneida,2022-03-21,52648,US,New York
Madison,2020-01-25,0,US,Indiana
Craig,2020-10-02,516,US,Oklahoma
Mercer,2022-03-10,3977,US,Illinois
Loudoun,2021-06-19,28037,US,Virginia
Warren,2021-10-15,6642,US,Mississippi
Mackinac,2021-03-19,459,US,Michigan
Jim Wells,2021-05-31,4705,US,Texas
Montezuma,2021-12-14,4098,US,Colorado
Putnam,2021-09-13,6910,US,West Virginia
Somerset,2021-03-06,2401,US,Maryland
Mineral,2021-08-11,99,US,Colorado
Jackson,2022-02-13,5871,US,Arkansas
Logan,2022-02-05,9121,US,Illinois
Perry,2021-06-15,2971,US,Ohio
Taylor,2020-02-03,0,US,Texas
Cleburne,2020-10-01,422,US,Alabama
Cooper,2020-01-28,0,US,Missouri
Menifee,2021-04-19,450,US,Kentucky
Kern,2021-05-31,110131,US,California
Grant,2020-12-05,465,US,West Virginia
Northampton,2022-01-09,3098,US,North Carolina
Buchanan,2020-09-03,99,US,Virginia
Big Horn,2021-01-30,2251,US,Montana
Carbon,2021-07-08,0,US,Utah
Jo Daviess,2021-04-06,1699,US,Illinois
Belmont,2021-07-17,6190,US,Ohio
Crenshaw,2020-06-12,113,US,Alabama
Out of NJ,2021-08-13,0,US,New Jersey
Coamo,2021-03-30,693,US,Puerto Rico
Iron,2021-07-07,1054,US,Michigan
Muskegon,2021-08-09,16680,US,Michigan
Dallas,2021-06-05,11266,US,Iowa
Wright,2021-07-21,1891,US,Iowa
Clay,2022-03-26,1512,US,Nebraska
Henry,2021-02-23,1209,US,Kentucky
Harford,2020-01-28,0,US,Maryland
Greeley,2021-03-08,101,US,Kansas
Parke,2021-09-21,2178,US,Indiana
Santa Cruz,2020-04-01,3,US,Arizona
Monroe,2021-10-11,2061,US,Ohio
Passaic,2020-10-31,21793,US,New Jersey
Oakland,2021-05-12,115381,US,Michigan
Jefferson,2021-10-27,2047,US,Iowa
Hampden,2021-12-16,76390,US,Massachusetts
Albany,2021-07-04,4652,US,Wyoming
Madison,2021-07-12,3281,US,Georgia
